1,1,1.40349e-07,0.000390762
1.03391,1.02037,1.45109e-07,0.00039872
0.743964,0.835022,1.04415e-07,0.000326295
0.746742,0.836713,1.04805e-07,0.000326956
0.762256,0.845699,1.06982e-07,0.000330467
0.741019,0.833241,1.04002e-07,0.000325599
0.742284,0.834017,1.04179e-07,0.000325902
0.740062,0.832648,1.03867e-07,0.000325367
0.739486,0.832293,1.03786e-07,0.000325228
0.739487,0.832294,1.03787e-07,0.000325229
0.739481,0.832291,1.03786e-07,0.000325228
0.739485,0.832295,1.03786e-07,0.000325229
0.739868,0.832541,1.0384e-07,0.000325325
0.503823,0.683656,7.07112e-08,0.000267147
0.450357,0.629971,6.32074e-08,0.000246169
0.454221,0.642529,6.37496e-08,0.000251076
0.441572,0.63457,6.19744e-08,0.000247966
0.4373,0.631704,6.13748e-08,0.000246846
0.441363,0.630257,6.1945e-08,0.00024628
0.462549,0.629751,6.49185e-08,0.000246083
0.440628,0.629666,6.18418e-08,0.000246049
0.449907,0.629636,6.31442e-08,0.000246038
0.554667,0.735287,7.78471e-08,0.000287322
0.519504,0.711472,7.29121e-08,0.000278016
0.463871,0.67501,6.51039e-08,0.000263768
0.44591,0.652643,6.25832e-08,0.000255028
0.485027,0.648342,6.80732e-08,0.000253347
0.516381,0.674803,7.24737e-08,0.000263687
0.429081,0.626418,6.02213e-08,0.00024478
0.433355,0.629061,6.08211e-08,0.000245813
0.440413,0.63434,6.18117e-08,0.000247876
0.447442,0.63697,6.27982e-08,0.000248903
0.375891,0.61638,5.27561e-08,0.000240858
0.47419,0.700603,6.65522e-08,0.000273769
0.377873,0.619301,5.30343e-08,0.000241999
0.38485,0.622543,5.40135e-08,0.000243266
0.39484,0.628674,5.54155e-08,0.000245662
0.375981,0.616464,5.27688e-08,0.00024089
0.376469,0.616811,5.28371e-08,0.000241026
0.34925,0.588363,4.9017e-08,0.00022991
0.431907,0.672415,6.06178e-08,0.000262754
0.55488,0.784484,7.78771e-08,0.000306546
0.409013,0.646186,5.74048e-08,0.000252505
0.507475,0.728119,7.12239e-08,0.000284521
0.311135,0.542314,4.36676e-08,0.000211916
0.525433,0.71248,7.37442e-08,0.00027841
0.319041,0.548265,4.47772e-08,0.000214241
0.325443,0.554583,4.56757e-08,0.00021671
0.344818,0.571723,4.8395e-08,0.000223407
0.317826,0.547322,4.46067e-08,0.000213872
0.314976,0.545391,4.42067e-08,0.000213118
0.312939,0.543902,4.39208e-08,0.000212536
0.311136,0.542317,4.36677e-08,0.000211917
0.311134,0.542316,4.36675e-08,0.000211916
0.311134,0.542316,4.36675e-08,0.000211916
0.311314,0.542497,4.36927e-08,0.000211987
0.584206,0.779626,8.1993e-08,0.000304648
0.374015,0.615758,5.24928e-08,0.000240615
0.3328,0.534765,4.67082e-08,0.000208966
0.317004,0.545985,4.44914e-08,0.00021335
0.312722,0.543466,4.38904e-08,0.000212366
0.315849,0.541869,4.43292e-08,0.000211742
0.323611,0.541584,4.54186e-08,0.00021163
0.334164,0.541498,4.68998e-08,0.000211597
0.31527,0.541279,4.4248e-08,0.000211511
0.323282,0.541276,4.53725e-08,0.00021151
0.471938,0.720953,6.62361e-08,0.000281721
0.43473,0.69029,6.10141e-08,0.000269739
0.364395,0.628335,5.11426e-08,0.000245529
0.331985,0.5836,4.65939e-08,0.000228049
0.331073,0.535199,4.64659e-08,0.000209135
0.344475,0.548957,4.83469e-08,0.000214512
0.314644,0.54377,4.41601e-08,0.000212485
0.319369,0.5457,4.48232e-08,0.000213239
0.326886,0.547475,4.58783e-08,0.000213932
0.351038,0.546724,4.92679e-08,0.000213639
0.420526,0.645705,5.90205e-08,0.000252317
0.316758,0.549209,4.44567e-08,0.00021461
0.316468,0.5457,4.44161e-08,0.000213239
0.322108,0.548757,4.52077e-08,0.000214433
0.311233,0.542419,4.36813e-08,0.000211957
0.311808,0.542905,4.37621e-08,0.000212147
0.331438,0.564912,4.65171e-08,0.000220746
0.373823,0.610107,5.24658e-08,0.000238407
0.465696,0.700489,6.53601e-08,0.000273724
0.198056,0.394558,2.7797e-08,0.000154178
0.224199,0.416338,3.14662e-08,0.000162689
0.409035,0.646207,5.74078e-08,0.000252513
