1,1,1.40349e-07,0.000390762
1.03391,1.02037,1.45109e-07,0.00039872
0.743964,0.835022,1.04415e-07,0.000326295
0.746742,0.836713,1.04805e-07,0.000326956
0.762256,0.845699,1.06982e-07,0.000330467
0.741019,0.833241,1.04002e-07,0.000325599
0.742284,0.834017,1.04179e-07,0.000325902
0.740062,0.832648,1.03867e-07,0.000325367
0.739486,0.832293,1.03786e-07,0.000325228
0.739487,0.832294,1.03787e-07,0.000325229
0.739481,0.832291,1.03786e-07,0.000325228
0.739485,0.832295,1.03786e-07,0.000325229
0.739868,0.832541,1.0384e-07,0.000325325
0.503823,0.683656,7.07112e-08,0.000267147
0.450357,0.629971,6.32074e-08,0.000246169
0.454221,0.642529,6.37496e-08,0.000251076
0.441572,0.63457,6.19744e-08,0.000247966
0.4373,0.631704,6.13748e-08,0.000246846
0.441363,0.630257,6.1945e-08,0.00024628
0.462549,0.629751,6.49185e-08,0.000246083
0.58467,0.732917,8.2058e-08,0.000286396
0.548393,0.709222,7.69666e-08,0.000277137
0.490736,0.672743,6.88745e-08,0.000262882
0.471735,0.65039,6.62077e-08,0.000254147
0.511352,0.646715,7.1768e-08,0.000252712
0.544312,0.673522,7.63939e-08,0.000263187
0.49065,0.625926,6.88624e-08,0.000244588
0.459053,0.627502,6.44278e-08,0.000245204
0.464968,0.632041,6.5258e-08,0.000246978
0.471204,0.634327,6.61332e-08,0.000247871
0.401376,0.614636,5.63329e-08,0.000240176
1.4528,1.11901,2.03899e-07,0.000437268
0.409257,0.60614,5.7439e-08,0.000236856
0.409527,0.62004,5.74769e-08,0.000242288
0.418638,0.625491,5.87556e-08,0.000244418
0.410013,0.606158,5.75451e-08,0.000236863
0.494202,0.655196,6.9361e-08,0.000256026
0.381314,0.578588,5.35172e-08,0.00022609
0.467812,0.661244,6.56571e-08,0.000258389
0.595568,0.771451,8.35876e-08,0.000301454
0.44629,0.63775,6.26365e-08,0.000249208
0.552187,0.721197,7.74991e-08,0.000281816
0.347666,0.54002,4.87946e-08,0.000211019
0.575989,0.709918,8.08397e-08,0.000277409
0.354266,0.544427,4.9721e-08,0.000212741
0.362332,0.551241,5.08531e-08,0.000215404
0.383961,0.568749,5.38887e-08,0.000222245
0.353001,0.543303,4.95434e-08,0.000212302
0.35068,0.542039,4.92177e-08,0.000211808
0.348573,0.540604,4.89219e-08,0.000211247
0.347665,0.540019,4.87945e-08,0.000211019
0.347667,0.540021,4.87948e-08,0.000211019
0.347665,0.540019,4.87946e-08,0.000211019
0.347447,0.539937,4.8764e-08,0.000210987
0.513298,0.732199,7.20411e-08,0.000286115
0.368227,0.600585,5.16805e-08,0.000234686
0.322188,0.553195,4.52189e-08,0.000216167
0.318218,0.550408,4.46616e-08,0.000215078
0.316765,0.549254,4.44578e-08,0.000214627
0.319545,0.546802,4.4848e-08,0.000213669
0.327152,0.546283,4.59156e-08,0.000213466
0.318836,0.536317,4.47484e-08,0.000209572
0.318916,0.538009,4.47597e-08,0.000210234
0.314246,0.537066,4.41042e-08,0.000209865
0.32829,0.53945,4.60753e-08,0.000210796
0.368492,0.53458,5.17177e-08,0.000208893
0.35347,0.533974,4.96093e-08,0.000208657
0.355368,0.534188,4.98756e-08,0.00020874
0.3574,0.53411,5.01609e-08,0.00020871
0.362362,0.534362,5.08572e-08,0.000208808
0.425436,0.540826,5.97097e-08,0.000211334
1.03697,0.894641,1.45538e-07,0.000349592
0.355264,0.53411,4.98611e-08,0.00020871
0.357911,0.534606,5.02326e-08,0.000208904
0.3631,0.535083,5.09608e-08,0.00020909
0.353499,0.533994,4.96134e-08,0.000208665
0.405286,0.557439,5.68817e-08,0.000217826
0.375326,0.556223,5.26768e-08,0.000217351
0.420762,0.600719,5.90537e-08,0.000234738
0.518557,0.689717,7.27792e-08,0.000269515
0.231185,0.389976,3.24467e-08,0.000152388
0.259658,0.412908,3.64429e-08,0.000161349
0.489105,0.665931,6.86456e-08,0.00026022
